ID_Venta,Fecha,Pais,Ciudad,Cliente,Producto,Categoria,Cantidad,Precio_Unitario,Monto_Total,Medio_Envio,Estado_Envio
890,19/1/2024,Brasil,Sao Paulo,Luis Garcia,Celular,Electronica,3,359,1078,Maritimo,En transito
891,17/6/2024,Colombia,Cali,Maria Perez,Laptop,Electronica,2,400,801,Terrestre,Entregado
892,9/8/2024,Peru,Cusco,Carlos Rodriguez,Auriculares,Accesorios,2,658,1316,Aereo,Entregado
893,4/1/2024,Chile,Concepcion,Laura Rodriguez,Celular,Electronica,2,1089,2179,Maritimo,En transito
894,21/3/2024,Brasil,Brasilia,Luis Rodriguez,Impresora,Oficina,3,44,132,Aereo,Pendiente
895,20/3/2024,Uruguay,Paysandu,Lucia Lopez,Impresora,Oficina,2,1191,2383,Aereo,En transito
896,29/12/2024,Argentina,Rosario,Luis Garcia,Impresora,Oficina,5,1176,5880,Maritimo,Entregado
897,18/9/2024,Uruguay,Salto,Ana Martinez,Camara,Electronica,1,496,496,Aereo,Entregado
898,20/6/2024,Peru,Arequipa,Laura Perez,Auriculares,Accesorios,4,59,236,Maritimo,Cancelado
899,27/1/2024,Ecuador,Quito,Laura Sanchez,Monitor,Electronica,3,917,2753,Terrestre,Pendiente
900,27/2/2024,Bolivia,La Paz,Luis Perez,Camara,Electronica,2,357,715,Terrestre,Pendiente
901,22/10/2024,Bolivia,Santa Cruz,Maria Perez,Laptop,Electronica,5,1036,5180,Aereo,En transito
902,27/12/2024,Peru,Lima,Luis Martinez,Laptop,Electronica,5,944,4724,Terrestre,Cancelado
903,23/5/2024,Bolivia,Cochabamba,Luis Perez,Escritorio,Muebles,2,940,1881,Terrestre,Cancelado
904,3/4/2024,Uruguay,Montevideo,Luis Martinez,Laptop,Electronica,1,863,863,Terrestre,En transito
905,1/12/2024,Peru,Arequipa,Juan Garcia,Teclado,Accesorios,3,674,2022,Maritimo,Cancelado
906,28/8/2024,Paraguay,Ciudad del Este,Lucia Martinez,Auriculares,Accesorios,3,640,1921,Aereo,En transito
907,13/2/2024,Argentina,Cordoba,Juan Lopez,Camara,Electronica,4,1005,4023,Terrestre,Pendiente
908,5/11/2024,Paraguay,Encarnacion,Pedro Lopez,Celular,Electronica,1,699,699,Maritimo,Cancelado
909,15/7/2024,Venezuela,Valencia,Juan Garcia,Impresora,Oficina,1,686,686,Terrestre,Pendiente
910,13/6/2024,Argentina,Cordoba,Pedro Martinez,Impresora,Oficina,3,776,2330,Terrestre,Entregado
911,18/3/2025,Venezuela,Maracaibo,Ana Perez,Camara,Electronica,2,934,1869,Maritimo,Pendiente
912,19/1/2025,Brasil,Brasilia,Ana Sanchez,Escritorio,Muebles,5,1199,5997,Terrestre,En transito
913,5/1/2024,Peru,Lima,Carlos Garcia,Impresora,Oficina,3,1079,3239,Terrestre,Pendiente
914,10/11/2024,Colombia,Bogota,Ana Rodriguez,Impresora,Oficina,3,434,1302,Terrestre,Entregado
915,16/1/2025,Brasil,Rio de Janeiro,Luis Perez,Laptop,Electronica,3,108,324,Aereo,Entregado
916,11/1/2024,Bolivia,Santa Cruz,Juan Martinez,Auriculares,Accesorios,5,917,4587,Maritimo,Pendiente
917,16/1/2024,Paraguay,Asuncion,Ana Garcia,Laptop,Electronica,5,1120,5603,Terrestre,Entregado
918,2/3/2024,Peru,Arequipa,Pedro Perez,Monitor,Electronica,5,131,659,Aereo,En transito
919,2/6/2024,Ecuador,Cuenca,Ana Garcia,Teclado,Accesorios,4,1052,4208,Aereo,En transito
920,23/12/2024,Peru,Cusco,Luis Martinez,Monitor,Electronica,2,150,301,Aereo,Pendiente
921,22/5/2024,Paraguay,Ciudad del Este,Lucia Perez,Silla ergonomica,Muebles,5,581,2907,Maritimo,En transito
922,8/12/2024,Peru,Cusco,Lucia Martinez,Camara,Electronica,5,740,3703,Terrestre,En transito
923,15/11/2024,Chile,Concepcion,Luis Martinez,Escritorio,Muebles,3,1010,3032,Maritimo,Cancelado
924,9/9/2024,Paraguay,Encarnacion,Ana Rodriguez,Tablet,Electronica,3,869,2609,Maritimo,Pendiente
925,16/5/2024,Uruguay,Montevideo,Pedro Sanchez,Celular,Electronica,5,361,1805,Terrestre,Pendiente
926,16/6/2024,Uruguay,Paysandu,Juan Rodriguez,Tablet,Electronica,1,899,899,Maritimo,Entregado
927,9/1/2024,Ecuador,Quito,Laura Perez,Silla ergonomica,Muebles,5,836,4183,Maritimo,Cancelado
928,22/3/2024,Brasil,Brasilia,Lucia Rodriguez,Escritorio,Muebles,3,849,2549,Terrestre,Entregado
929,30/4/2024,Argentina,Buenos Aires,Laura Sanchez,Monitor,Electronica,3,730,2190,Terrestre,Cancelado
930,22/1/2024,Brasil,Rio de Janeiro,Laura Rodriguez,Silla ergonomica,Muebles,2,740,1481,Terrestre,Pendiente
931,23/5/2024,Paraguay,Asuncion,Pedro Martinez,Tablet,Electronica,5,827,4139,Terrestre,Cancelado
932,5/1/2024,Ecuador,Quito,Pedro Perez,Celular,Electronica,4,378,1515,Terrestre,Cancelado
933,13/10/2024,Argentina,Buenos Aires,Lucia Martinez,Auriculares,Accesorios,5,703,3516,Maritimo,En transito
934,7/3/2024,Paraguay,Asuncion,Juan Perez,Auriculares,Accesorios,1,855,855,Aereo,Cancelado
935,15/3/2025,Peru,Lima,Juan Perez,Monitor,Electronica,5,770,3852,Maritimo,Entregado
936,11/9/2024,Colombia,Medellin,Lucia Perez,Monitor,Electronica,5,742,3712,Aereo,Cancelado
937,17/12/2024,Venezuela,Valencia,Luis Garcia,Escritorio,Muebles,2,950,1900,Maritimo,Cancelado
938,16/12/2024,Bolivia,Santa Cruz,Ana Rodriguez,Camara,Electronica,5,1172,5862,Aereo,Pendiente
939,15/10/2024,Chile,Valparaiso,Juan Perez,Auriculares,Accesorios,3,164,494,Maritimo,En transito
940,19/9/2024,Venezuela,Maracaibo,Pedro Martinez,Auriculares,Accesorios,2,386,772,Terrestre,Entregado
941,13/3/2024,Bolivia,Santa Cruz,Laura Perez,Laptop,Electronica,5,283,1417,Maritimo,En transito
942,27/5/2024,Chile,Concepcion,Maria Garcia,Laptop,Electronica,2,791,1582,Terrestre,Pendiente
943,24/2/2025,Venezuela,Maracaibo,Laura Perez,Monitor,Electronica,1,414,414,Maritimo,Cancelado
944,14/1/2024,Peru,Cusco,Carlos Perez,Teclado,Accesorios,1,349,349,Maritimo,Cancelado
945,9/5/2024,Colombia,Bogota,Lucia Garcia,Silla ergonomica,Muebles,5,392,1963,Terrestre,Entregado
946,25/6/2024,Paraguay,Encarnacion,Laura Garcia,Silla ergonomica,Muebles,4,329,1318,Aereo,Pendiente
947,28/8/2024,Paraguay,Asuncion,Luis Perez,Silla ergonomica,Muebles,5,854,4274,Terrestre,En transito
948,29/1/2024,Brasil,Rio de Janeiro,Ana Rodriguez,Laptop,Electronica,4,1137,4551,Aereo,Entregado
949,4/9/2024,Venezuela,Caracas,Laura Garcia,Monitor,Electronica,3,65,196,Maritimo,En transito
950,30/8/2024,Bolivia,La Paz,Luis Sanchez,Auriculares,Accesorios,1,1053,1053,Maritimo,Entregado
951,3/8/2024,Chile,Valparaiso,Pedro Lopez,Silla ergonomica,Muebles,3,747,2242,Aereo,Entregado
952,4/8/2024,Colombia,Cali,Pedro Martinez,Escritorio,Muebles,4,642,2570,Terrestre,Pendiente
953,19/10/2024,Colombia,Medellin,Ana Rodriguez,Auriculares,Accesorios,4,925,3700,Terrestre,Pendiente
954,13/8/2024,Ecuador,Guayaquil,Carlos Perez,Auriculares,Accesorios,5,204,1021,Aereo,Entregado
955,20/3/2024,Uruguay,Montevideo,Maria Lopez,Tablet,Electronica,2,404,809,Maritimo,En transito
956,18/8/2024,Bolivia,Cochabamba,Luis Garcia,Teclado,Accesorios,3,1159,3478,Maritimo,Pendiente
957,20/2/2024,Peru,Lima,Maria Martinez,Celular,Electronica,4,685,2740,Terrestre,Cancelado
958,10/5/2024,Ecuador,Quito,Pedro Rodriguez,Impresora,Oficina,5,109,549,Aereo,Pendiente
959,28/3/2024,Bolivia,Cochabamba,Laura Garcia,Silla ergonomica,Muebles,4,491,1967,Terrestre,Entregado
960,30/10/2024,Peru,Arequipa,Ana Lopez,Auriculares,Accesorios,5,1007,5037,Maritimo,Cancelado
961,7/2/2025,Ecuador,Cuenca,Lucia Rodriguez,Auriculares,Accesorios,5,1162,5814,Maritimo,Entregado
962,15/1/2025,Chile,Valparaiso,Ana Garcia,Auriculares,Accesorios,3,802,2406,Maritimo,Cancelado
963,7/5/2024,Bolivia,Santa Cruz,Juan Perez,Impresora,Oficina,3,1183,3550,Terrestre,Entregado
964,30/1/2024,Chile,Valparaiso,Laura Sanchez,Teclado,Accesorios,4,1130,4520,Terrestre,En transito
965,13/4/2024,Argentina,Rosario,Carlos Rodriguez,Laptop,Electronica,4,743,2972,Maritimo,Pendiente
966,20/5/2024,Uruguay,Paysandu,Ana Lopez,Laptop,Electronica,2,761,1523,Terrestre,Pendiente
967,12/3/2024,Peru,Lima,Carlos Garcia,Impresora,Oficina,5,129,645,Maritimo,Pendiente
968,21/12/2024,Venezuela,Maracaibo,Lucia Perez,Celular,Electronica,2,964,1929,Terrestre,Entregado
969,2/2/2025,Paraguay,Asuncion,Carlos Garcia,Auriculares,Accesorios,1,678,678,Terrestre,Cancelado
970,5/5/2024,Venezuela,Caracas,Lucia Martinez,Escritorio,Muebles,2,1141,2283,Aereo,Pendiente
971,26/10/2024,Paraguay,Asuncion,Pedro Sanchez,Camara,Electronica,4,437,1750,Terrestre,Cancelado
972,4/1/2024,Argentina,Buenos Aires,Ana Garcia,Tablet,Electronica,5,146,733,Aereo,En transito
973,12/9/2024,Brasil,Rio de Janeiro,Pedro Perez,Monitor,Electronica,4,563,2252,Aereo,Cancelado
974,22/5/2024,Bolivia,Santa Cruz,Laura Sanchez,Auriculares,Accesorios,1,335,335,Aereo,Pendiente
975,9/6/2024,Brasil,Sao Paulo,Maria Sanchez,Teclado,Accesorios,3,1194,3584,Maritimo,Entregado
976,14/6/2024,Peru,Lima,Pedro Lopez,Celular,Electronica,3,800,2402,Aereo,Entregado
977,27/10/2024,Ecuador,Guayaquil,Ana Martinez,Teclado,Accesorios,4,31,124,Maritimo,Entregado
978,19/3/2024,Uruguay,Montevideo,Ana Perez,Teclado,Accesorios,4,993,3975,Terrestre,Pendiente
979,1/1/2024,Ecuador,Guayaquil,Laura Garcia,Auriculares,Accesorios,3,69,208,Maritimo,En transito
980,26/3/2025,Colombia,Bogota,Juan Martinez,Celular,Electronica,4,345,1383,Aereo,En transito
981,10/5/2024,Chile,Concepcion,Pedro Rodriguez,Impresora,Oficina,2,811,1622,Aereo,Cancelado
982,21/2/2025,Venezuela,Maracaibo,Ana Lopez,Silla ergonomica,Muebles,5,813,4068,Terrestre,Pendiente
983,20/7/2024,Bolivia,Santa Cruz,Laura Perez,Monitor,Electronica,1,1077,1077,Maritimo,En transito
984,13/8/2024,Uruguay,Montevideo,Carlos Martinez,Laptop,Electronica,2,743,1486,Maritimo,Cancelado
985,21/3/2024,Colombia,Cali,Lucia Lopez,Auriculares,Accesorios,4,773,3092,Maritimo,Cancelado
986,5/9/2024,Brasil,Rio de Janeiro,Luis Garcia,Camara,Electronica,1,1077,1077,Terrestre,Entregado
987,4/9/2024,Peru,Arequipa,Maria Perez,Monitor,Electronica,1,267,267,Terrestre,Pendiente
988,6/9/2024,Argentina,Buenos Aires,Laura Martinez,Celular,Electronica,1,268,268,Terrestre,En transito
989,6/3/2024,Venezuela,Valencia,Maria Sanchez,Silla ergonomica,Muebles,4,156,624,Maritimo,Cancelado
990,26/3/2024,Colombia,Cali,Pedro Martinez,Tablet,Electronica,5,411,2059,Maritimo,Cancelado
991,28/6/2024,Venezuela,Valencia,Maria Perez,Camara,Electronica,2,1171,2343,Terrestre,Pendiente
992,24/1/2024,Brasil,Brasilia,Pedro Garcia,Tablet,Electronica,3,231,693,Aereo,Cancelado
993,28/6/2024,Colombia,Medellin,Luis Garcia,Auriculares,Accesorios,1,143,143,Terrestre,Pendiente
994,18/5/2024,Colombia,Cali,Ana Perez,Silla ergonomica,Muebles,4,248,992,Aereo,En transito
995,13/8/2024,Ecuador,Quito,Maria Sanchez,Escritorio,Muebles,1,1132,1132,Maritimo,Pendiente
996,2/4/2024,Venezuela,Maracaibo,Luis Martinez,Tablet,Electronica,2,883,1767,Maritimo,En transito
997,22/4/2024,Chile,Concepcion,Juan Rodriguez,Auriculares,Accesorios,2,872,1744,Aereo,Entregado
998,17/8/2024,Brasil,Rio de Janeiro,Luis Lopez,Laptop,Electronica,1,1195,1195,Terrestre,Cancelado
999,28/9/2024,Ecuador,Guayaquil,Lucia Perez,Auriculares,Accesorios,1,491,491,Maritimo,Pendiente
1000,18/6/2024,Bolivia,Cochabamba,Lucia Garcia,Camara,Electronica,2,511,1023,Terrestre,Pendiente
1001,15/2/2025,Ecuador,Guayaquil,Lucia Perez,Escritorio,Muebles,3,776,2329,Maritimo,Pendiente
1002,6/5/2024,Chile,Santiago,Laura Rodriguez,Auriculares,Accesorios,3,576,1729,Maritimo,En transito
1003,17/6/2024,Chile,Valparaiso,Maria Sanchez,Camara,Electronica,1,41,41,Aereo,En transito
1004,1/11/2024,Brasil,Sao Paulo,Pedro Rodriguez,Silla ergonomica,Muebles,2,142,285,Aereo,Cancelado
1005,14/4/2024,Peru,Lima,Laura Lopez,Silla ergonomica,Muebles,2,453,906,Maritimo,Entregado
1006,5/1/2024,Paraguay,Encarnacion,Lucia Sanchez,Camara,Electronica,2,1176,2353,Terrestre,En transito
1007,27/1/2024,Venezuela,Caracas,Ana Garcia,Monitor,Electronica,5,966,4832,Aereo,Entregado
1008,8/3/2025,Bolivia,Santa Cruz,Carlos Lopez,Silla ergonomica,Muebles,3,1181,3543,Maritimo,Cancelado
1009,7/2/2024,Brasil,Rio de Janeiro,Luis Garcia,Laptop,Electronica,3,270,810,Aereo,En transito
1010,30/9/2024,Ecuador,Guayaquil,Maria Lopez,Monitor,Electronica,2,85,170,Maritimo,Cancelado
1011,2/6/2024,Uruguay,Salto,Carlos Rodriguez,Impresora,Oficina,1,86,86,Terrestre,Pendiente
1012,7/3/2025,Uruguay,Paysandu,Carlos Rodriguez,Celular,Electronica,5,855,4278,Aereo,Entregado
1013,20/2/2025,Venezuela,Caracas,Lucia Martinez,Escritorio,Muebles,1,662,662,Aereo,Pendiente
1014,27/9/2024,Venezuela,Caracas,Luis Sanchez,Impresora,Oficina,3,1000,3001,Terrestre,En transito
1015,16/4/2024,Peru,Arequipa,Juan Lopez,Celular,Electronica,3,174,523,Maritimo,Cancelado
1016,5/9/2024,Brasil,Sao Paulo,Carlos Rodriguez,Laptop,Electronica,3,179,538,Maritimo,Pendiente
1017,11/6/2024,Chile,Concepcion,Lucia Garcia,Tablet,Electronica,5,244,1224,Terrestre,En transito
1018,17/11/2024,Paraguay,Asuncion,Ana Perez,Silla ergonomica,Muebles,5,548,2740,Terrestre,Entregado
1019,25/12/2024,Paraguay,Encarnacion,Lucia Lopez,Teclado,Accesorios,2,286,572,Aereo,Pendiente
1020,24/5/2024,Chile,Concepcion,Juan Garcia,Celular,Electronica,1,339,339,Maritimo,En transito
1021,21/3/2024,Colombia,Bogota,Carlos Garcia,Teclado,Accesorios,1,282,282,Aereo,Entregado
1022,2/9/2024,Bolivia,La Paz,Ana Perez,Escritorio,Muebles,2,776,1553,Aereo,En transito
1023,10/3/2024,Colombia,Bogota,Lucia Garcia,Silla ergonomica,Muebles,4,1044,4176,Maritimo,En transito
1024,27/6/2024,Brasil,Rio de Janeiro,Juan Garcia,Camara,Electronica,2,999,1999,Terrestre,Entregado
1025,2/9/2024,Ecuador,Quito,Pedro Sanchez,Celular,Electronica,3,808,2425,Terrestre,Entregado
1026,9/1/2025,Argentina,Buenos Aires,Maria Perez,Escritorio,Muebles,4,307,1231,Terrestre,Pendiente
1027,21/3/2024,Ecuador,Cuenca,Pedro Rodriguez,Tablet,Electronica,3,423,1270,Aereo,En transito
1028,5/11/2024,Uruguay,Paysandu,Carlos Sanchez,Celular,Electronica,1,865,865,Terrestre,Pendiente
1029,29/1/2024,Ecuador,Guayaquil,Juan Garcia,Laptop,Electronica,2,557,1115,Maritimo,Cancelado
1030,15/11/2024,Ecuador,Quito,Pedro Sanchez,Auriculares,Accesorios,4,642,2571,Aereo,En transito
1031,17/3/2024,Uruguay,Paysandu,Luis Martinez,Impresora,Oficina,1,600,600,Terrestre,Cancelado
1032,20/7/2024,Venezuela,Valencia,Ana Lopez,Celular,Electronica,1,633,633,Terrestre,Cancelado
1033,2/3/2025,Uruguay,Salto,Lucia Perez,Camara,Electronica,1,498,498,Aereo,Cancelado
1034,10/5/2024,Paraguay,Asuncion,Ana Garcia,Teclado,Accesorios,2,269,538,Maritimo,En transito
1035,7/7/2024,Venezuela,Maracaibo,Pedro Lopez,Auriculares,Accesorios,4,416,1664,Terrestre,Cancelado
1036,5/4/2024,Argentina,Cordoba,Luis Garcia,Impresora,Oficina,2,907,1814,Aereo,En transito
1037,22/9/2024,Peru,Cusco,Laura Martinez,Tablet,Electronica,1,206,206,Aereo,En transito
1038,26/1/2024,Uruguay,Paysandu,Pedro Lopez,Impresora,Oficina,1,344,344,Maritimo,Pendiente
1039,1/1/2025,Colombia,Bogota,Juan Lopez,Escritorio,Muebles,3,795,2385,Maritimo,En transito
1040,14/5/2024,Chile,Valparaiso,Maria Martinez,Impresora,Oficina,4,368,1474,Terrestre,En transito
1041,14/1/2025,Bolivia,Santa Cruz,Ana Martinez,Escritorio,Muebles,2,1161,2322,Terrestre,Pendiente
1042,21/3/2025,Colombia,Cali,Lucia Lopez,Tablet,Electronica,4,102,408,Maritimo,Entregado
1043,19/3/2024,Colombia,Bogota,Pedro Perez,Impresora,Oficina,3,1180,3540,Maritimo,En transito
1044,3/1/2024,Peru,Arequipa,Ana Lopez,Auriculares,Accesorios,1,1108,1108,Aereo,Pendiente
1045,11/3/2024,Argentina,Rosario,Pedro Sanchez,Impresora,Oficina,2,670,1341,Terrestre,Cancelado
1046,14/2/2024,Paraguay,Asuncion,Laura Garcia,Escritorio,Muebles,2,304,609,Terrestre,Cancelado
1047,14/8/2024,Venezuela,Caracas,Ana Perez,Impresora,Oficina,2,166,333,Aereo,Entregado
1048,3/11/2024,Bolivia,La Paz,Lucia Garcia,Celular,Electronica,3,635,1905,Terrestre,Cancelado
1049,10/4/2024,Ecuador,Guayaquil,Laura Lopez,Laptop,Electronica,2,43,87,Aereo,Entregado
1050,19/7/2024,Chile,Concepcion,Maria Martinez,Tablet,Electronica,1,1124,1124,Terrestre,Entregado
1051,22/4/2024,Colombia,Medellin,Pedro Martinez,Impresora,Oficina,5,832,4162,Maritimo,Pendiente
1052,30/4/2024,Chile,Santiago,Luis Perez,Celular,Electronica,3,147,443,Terrestre,Entregado
1053,4/7/2024,Chile,Valparaiso,Laura Rodriguez,Auriculares,Accesorios,5,154,771,Aereo,Entregado
1054,22/9/2024,Colombia,Bogota,Luis Martinez,Tablet,Electronica,5,915,4577,Terrestre,Cancelado
1055,29/5/2024,Bolivia,Cochabamba,Carlos Lopez,Silla ergonomica,Muebles,4,1120,4483,Aereo,Pendiente
1056,5/7/2024,Brasil,Brasilia,Juan Lopez,Laptop,Electronica,1,427,427,Maritimo,Entregado
1057,14/3/2025,Argentina,Buenos Aires,Ana Perez,Laptop,Electronica,1,949,949,Maritimo,Pendiente
1058,5/2/2024,Chile,Santiago,Pedro Sanchez,Teclado,Accesorios,5,434,2173,Terrestre,Cancelado
1059,23/8/2024,Colombia,Medellin,Juan Perez,Silla ergonomica,Muebles,2,1066,2132,Aereo,Cancelado
1060,11/6/2024,Brasil,Sao Paulo,Juan Lopez,Silla ergonomica,Muebles,5,1012,5063,Terrestre,En transito
1061,7/11/2024,Bolivia,Santa Cruz,Maria Lopez,Silla ergonomica,Muebles,4,676,2707,Aereo,Pendiente
1062,19/1/2024,Uruguay,Salto,Juan Perez,Tablet,Electronica,2,251,502,Terrestre,Entregado
1063,11/6/2024,Ecuador,Guayaquil,Pedro Sanchez,Teclado,Accesorios,2,120,241,Terrestre,Entregado
1064,9/10/2024,Paraguay,Encarnacion,Luis Martinez,Auriculares,Accesorios,2,93,186,Aereo,En transito
1065,25/2/2024,Chile,Concepcion,Maria Martinez,Laptop,Electronica,1,567,567,Aereo,Pendiente
1066,24/3/2025,Bolivia,La Paz,Lucia Sanchez,Laptop,Electronica,2,59,118,Terrestre,Entregado
1067,28/8/2024,Venezuela,Caracas,Lucia Martinez,Laptop,Electronica,1,934,934,Terrestre,Pendiente
1068,21/1/2024,Peru,Lima,Maria Garcia,Tablet,Electronica,5,1168,5840,Aereo,Pendiente
1069,3/6/2024,Argentina,Rosario,Luis Martinez,Silla ergonomica,Muebles,4,1074,4299,Maritimo,Cancelado
1070,26/4/2024,Venezuela,Valencia,Lucia Rodriguez,Celular,Electronica,5,217,1088,Terrestre,En transito
1071,18/1/2025,Chile,Santiago,Carlos Martinez,Impresora,Oficina,5,784,3922,Maritimo,Pendiente
1072,18/9/2024,Argentina,Cordoba,Luis Perez,Silla ergonomica,Muebles,5,616,3081,Maritimo,Cancelado
1073,13/12/2024,Uruguay,Montevideo,Carlos Lopez,Teclado,Accesorios,4,37,151,Maritimo,Pendiente
1074,17/2/2024,Uruguay,Paysandu,Carlos Perez,Teclado,Accesorios,1,713,713,Maritimo,Entregado
1075,6/9/2024,Paraguay,Ciudad del Este,Lucia Sanchez,Escritorio,Muebles,1,343,343,Aereo,Entregado
1076,19/8/2024,Uruguay,Paysandu,Laura Rodriguez,Impresora,Oficina,1,718,718,Maritimo,Pendiente
1077,1/11/2024,Uruguay,Salto,Luis Sanchez,Teclado,Accesorios,4,590,2362,Aereo,En transito
1078,8/4/2024,Ecuador,Guayaquil,Maria Garcia,Tablet,Electronica,5,37,187,Aereo,En transito
1079,19/5/2024,Paraguay,Asuncion,Lucia Garcia,Escritorio,Muebles,1,164,164,Terrestre,Entregado
1080,19/9/2024,Uruguay,Montevideo,Laura Lopez,Escritorio,Muebles,4,278,1112,Terrestre,Pendiente
1081,18/1/2024,Peru,Cusco,Juan Martinez,Impresora,Oficina,4,578,2313,Maritimo,En transito
1082,5/3/2025,Chile,Valparaiso,Lucia Rodriguez,Monitor,Electronica,3,1145,3435,Aereo,Entregado
1083,6/5/2024,Uruguay,Salto,Lucia Rodriguez,Celular,Electronica,3,778,2334,Terrestre,En transito
1084,6/3/2025,Brasil,Brasilia,Carlos Lopez,Celular,Electronica,5,1188,5942,Aereo,Entregado
1085,24/10/2024,Ecuador,Guayaquil,Laura Martinez,Celular,Electronica,4,649,2599,Maritimo,Cancelado
1086,3/11/2024,Uruguay,Montevideo,Juan Garcia,Camara,Electronica,1,512,512,Aereo,En transito
1087,21/3/2025,Brasil,Brasilia,Juan Martinez,Teclado,Accesorios,3,734,2202,Maritimo,Entregado
1088,25/3/2024,Chile,Santiago,Carlos Sanchez,Monitor,Electronica,5,280,1401,Maritimo,Entregado
1089,19/3/2025,Paraguay,Ciudad del Este,Maria Rodriguez,Escritorio,Muebles,4,528,2113,Maritimo,Entregado
1090,20/7/2024,Chile,Valparaiso,Carlos Rodriguez,Celular,Electronica,1,372,372,Terrestre,En transito
1091,8/2/2025,Brasil,Brasilia,Laura Lopez,Escritorio,Muebles,5,636,3184,Terrestre,Cancelado
1092,9/3/2025,Colombia,Cali,Lucia Sanchez,Camara,Electronica,3,880,2640,Aereo,Pendiente
1093,16/1/2025,Peru,Lima,Pedro Perez,Laptop,Electronica,4,485,1940,Aereo,En transito
1094,22/8/2024,Colombia,Bogota,Maria Martinez,Camara,Electronica,2,199,398,Maritimo,En transito
1095,18/2/2025,Ecuador,Quito,Juan Lopez,Teclado,Accesorios,2,444,888,Aereo,Entregado
1096,29/1/2025,Colombia,Bogota,Maria Lopez,Teclado,Accesorios,4,601,2405,Aereo,Cancelado
1097,8/3/2024,Ecuador,Quito,Luis Garcia,Monitor,Electronica,2,1093,2187,Maritimo,Pendiente
1098,19/4/2024,Colombia,Medellin,Luis Perez,Impresora,Oficina,3,527,1582,Terrestre,En transito
1099,10/9/2024,Uruguay,Paysandu,Juan Rodriguez,Silla ergonomica,Muebles,1,1138,1138,Aereo,En transito
1100,24/2/2025,Paraguay,Ciudad del Este,Laura Lopez,Silla ergonomica,Muebles,1,908,908,Aereo,Cancelado
1101,16/1/2025,Colombia,Cali,Carlos Martinez,Auriculares,Accesorios,4,758,3034,Maritimo,En transito
1102,14/12/2024,Peru,Lima,Luis Perez,Teclado,Accesorios,1,613,613,Maritimo,En transito
1103,26/5/2024,Peru,Cusco,Pedro Rodriguez,Tablet,Electronica,3,774,2322,Aereo,En transito
1104,24/10/2024,Venezuela,Maracaibo,Maria Rodriguez,Silla ergonomica,Muebles,2,917,1834,Aereo,Cancelado
1105,22/9/2024,Uruguay,Salto,Maria Perez,Monitor,Electronica,1,1179,1179,Maritimo,En transito
1106,12/12/2024,Colombia,Cali,Lucia Sanchez,Celular,Electronica,5,294,1474,Terrestre,En transito
1107,8/6/2024,Paraguay,Ciudad del Este,Ana Garcia,Tablet,Electronica,5,943,4715,Aereo,Pendiente
1108,5/6/2024,Uruguay,Paysandu,Juan Rodriguez,Monitor,Electronica,1,174,174,Terrestre,En transito
1109,29/12/2024,Argentina,Buenos Aires,Carlos Rodriguez,Silla ergonomica,Muebles,1,1006,1006,Aereo,Cancelado
1110,12/12/2024,Peru,Cusco,Maria Perez,Camara,Electronica,3,1153,3459,Terrestre,Pendiente
1111,4/4/2024,Bolivia,Cochabamba,Luis Martinez,Silla ergonomica,Muebles,3,387,1161,Maritimo,Pendiente
1112,8/11/2024,Peru,Cusco,Laura Martinez,Monitor,Electronica,3,835,2507,Aereo,Entregado
1113,24/8/2024,Paraguay,Encarnacion,Ana Perez,Tablet,Electronica,3,919,2758,Maritimo,Entregado
1114,20/12/2024,Peru,Cusco,Juan Sanchez,Auriculares,Accesorios,3,120,360,Maritimo,En transito
1115,12/7/2024,Venezuela,Maracaibo,Laura Perez,Celular,Electronica,4,656,2625,Maritimo,En transito
1116,10/7/2024,Brasil,Sao Paulo,Laura Perez,Auriculares,Accesorios,2,384,769,Terrestre,Pendiente
1117,3/1/2024,Colombia,Medellin,Laura Perez,Tablet,Electronica,4,388,1555,Aereo,Cancelado
1118,20/3/2025,Venezuela,Valencia,Juan Sanchez,Auriculares,Accesorios,3,747,2242,Terrestre,Cancelado
1119,14/3/2024,Peru,Cusco,Pedro Garcia,Auriculares,Accesorios,1,632,632,Terrestre,Cancelado
1120,25/4/2024,Peru,Arequipa,Ana Lopez,Escritorio,Muebles,5,995,4978,Terrestre,Pendiente
1121,10/1/2024,Venezuela,Caracas,Luis Lopez,Auriculares,Accesorios,1,251,251,Terrestre,Pendiente
1122,6/1/2025,Peru,Cusco,Maria Sanchez,Escritorio,Muebles,3,1037,3112,Maritimo,Entregado
1123,23/3/2025,Uruguay,Paysandu,Ana Martinez,Tablet,Electronica,1,749,749,Maritimo,Entregado
1124,26/9/2024,Uruguay,Salto,Laura Martinez,Escritorio,Muebles,1,843,843,Terrestre,En transito
